ano,mes,sigla_uf,regiao,id_municipio,municipio,cnae_divisao,ocupacao,faixa_etaria,faixa_remuneracao_media_sm,sexo,idade,raca_cor,grau_instrucao,qtd_vinculos,remuneracao_media,idade_media
2024,1,AM,Norte,1300508,Barreirinha,86,Enfermeiro,5,6,Feminino,39,Não identificada,Superior Completo,1,4318.18,39.0
2024,1,AM,Norte,1300300,Autazes,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,49,Parda,Médio Completo,2,3420.8050000000003,49.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,5,5,Masculino,39,Parda,Médio Completo,26,3347.9792307692305,39.0
2024,1,AM,Norte,1302603,Manaus,46,Técnico/Auxiliar de Enfermagem,5,99,Feminino,34,Parda,Médio Completo,5,0.0,34.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,5,3,Feminino,30,Parda,Médio Completo,20,1950.3210000000001,30.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,4,99,Masculino,26,Parda,Médio Completo,7,0.0,26.0
2024,1,AM,Norte,1302603,Manaus,43,Enfermeiro,5,6,Feminino,31,Parda,Superior Completo,1,5223.68,31.0
2024,1,AM,Norte,1302603,Manaus,65,Enfermeiro,7,7,Masculino,54,Parda,Superior Completo,1,6621.64,54.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,6,4,Feminino,49,Parda,Médio Completo,23,2608.5604347826088,49.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,5,6,Feminino,32,Amarela,Superior Completo,1,4262.82,32.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,6,4,Feminino,48,Parda,Médio Completo,17,2616.7082352941175,48.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,5,99,Feminino,33,Parda,Superior Completo,24,435.80208333333331,33.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,64,Parda,Superior Incompleto,1,3583.23,64.0
2024,1,AM,Norte,1302603,Manaus,26,Enfermeiro,5,7,Feminino,33,Parda,Superior Completo,1,6438.44,33.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,7,99,Feminino,58,Não identificada,Superior Completo,2,0.0,58.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,4,5,Feminino,28,Parda,Superior Completo,15,3374.7353333333335,28.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,6,4,Feminino,49,Parda,Superior Completo,1,2333.05,49.0
2024,1,AM,Norte,1302504,Manacapuru,84,Enfermeiro,6,7,Feminino,41,Parda,Superior Completo,1,6804.54,41.0
2024,1,AM,Norte,1302207,Juruá,84,Técnico/Auxiliar de Enfermagem,5,99,Feminino,37,Parda,Médio Completo,3,0.0,37.0
2024,1,AM,Norte,1302405,Lábrea,84,Técnico/Auxiliar de Enfermagem,5,3,Feminino,30,Parda,Médio Completo,2,1835.6,30.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,7,8,Masculino,54,Parda,Superior Completo,4,8592.1375,54.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,99,Feminino,50,Parda,Superior Completo,1,0.0,50.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,5,5,Feminino,30,Branca,Superior Completo,2,3744.58,30.0
2024,1,AM,Norte,1301001,Carauari,84,Técnico/Auxiliar de Enfermagem,6,4,Feminino,45,Branca,Médio Completo,1,2539.97,45.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,8,3,Feminino,65,Não identificada,Médio Completo,2,1914.245,65.0
2024,1,AM,Norte,1302900,Maués,84,Técnico/Auxiliar de Enfermagem,6,99,Feminino,41,Parda,Médio Completo,2,0.0,41.0
2024,1,AM,Norte,1302603,Manaus,65,Técnico/Auxiliar de Enfermagem,4,4,Masculino,29,Parda,Superior Incompleto,1,2199.72,29.0
2024,1,AM,Norte,1300102,Anori,84,Enfermeiro,7,7,Feminino,57,Parda,Superior Completo,1,6966.67,57.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,8,6,Feminino,66,Não identificada,Médio Completo,1,4794.38,66.0
2024,1,AM,Norte,1303908,São Paulo de Olivença,84,Técnico/Auxiliar de Enfermagem,6,99,Masculino,42,Parda,Médio Completo,1,0.0,42.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,6,4,Masculino,45,Parda,Médio Completo,5,2490.53,45.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,6,5,Masculino,44,Parda,Médio Completo,3,3957.41,44.0
2024,1,AM,Norte,1301159,Careiro da Várzea,84,Técnico/Auxiliar de Enfermagem,4,5,Masculino,29,Parda,Médio Completo,2,3072.77,29.0
2024,1,AM,Norte,1301209,Coari,84,Técnico/Auxiliar de Enfermagem,5,4,Feminino,37,Parda,5ª Completo Fundamental,1,2824.0,37.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,6,6,Feminino,45,Parda,Superior Completo,5,5075.13,45.0
2024,1,AM,Norte,1302603,Manaus,65,Enfermeiro,5,5,Feminino,31,Branca,Superior Completo,1,3660.7,31.0
2024,1,AM,Norte,1302405,Lábrea,84,Enfermeiro,5,6,Masculino,39,Indígena,Superior Completo,1,4750.0,39.0
2024,1,AM,Norte,1301407,Eirunepé,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,45,Branca,Médio Completo,1,3456.22,45.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,6,4,Feminino,47,Parda,Superior Completo,2,2462.45,47.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,99,Feminino,63,Parda,Superior Completo,1,0.0,63.0
2024,1,AM,Norte,1302504,Manacapuru,84,Enfermeiro,6,5,Feminino,44,Parda,Superior Completo,2,4090.26,44.0
2024,1,AM,Norte,1302603,Manaus,46,Técnico/Auxiliar de Enfermagem,5,99,Masculino,35,Branca,Médio Completo,1,0.0,35.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,4,4,Feminino,27,Branca,Médio Completo,2,2485.17,27.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,7,5,Feminino,50,Branca,Superior Completo,1,3495.19,50.0
2024,1,AM,Norte,1304203,Tefé,84,Técnico/Auxiliar de Enfermagem,5,5,Masculino,34,Parda,Médio Completo,3,3381.8366666666666,34.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,6,6,Masculino,43,Branca,Superior Completo,1,4679.85,43.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,47,Amarela,Médio Completo,1,3914.02,47.0
2024,1,AM,Norte,1303403,Parintins,86,Técnico/Auxiliar de Enfermagem,5,4,Feminino,34,Parda,Médio Completo,1,2667.94,34.0
2024,1,AM,Norte,1302405,Lábrea,84,Técnico/Auxiliar de Enfermagem,5,5,Feminino,32,Parda,Superior Completo,1,3325.0,32.0
2024,1,AM,Norte,1302603,Manaus,65,Enfermeiro,5,7,Feminino,32,Branca,Superior Completo,1,5979.24,32.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,4,5,Feminino,29,Preta,Médio Completo,2,3198.94,29.0
2024,1,AM,Norte,1303403,Parintins,84,Técnico/Auxiliar de Enfermagem,7,3,Feminino,59,Parda,Médio Completo,2,1515.57,59.0
2024,1,AM,Norte,1302603,Manaus,85,Técnico/Auxiliar de Enfermagem,7,3,Feminino,53,Parda,Médio Completo,1,1447.33,53.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,6,3,Feminino,45,Parda,Superior Completo,2,1849.2,45.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,5,5,Feminino,34,Não identificada,Médio Completo,9,3242.2266666666669,34.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,6,99,Feminino,44,Não identificada,Superior Completo,3,0.0,44.0
2024,1,AM,Norte,1302009,Itapiranga,84,Enfermeiro,6,5,Feminino,41,Parda,Superior Completo,1,3627.6,41.0
2024,1,AM,Norte,1301852,Iranduba,84,Enfermeiro,6,6,Masculino,43,Parda,Superior Completo,1,4957.6,43.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,5,6,Masculino,36,Parda,Médio Completo,3,4501.6733333333332,36.0
2024,1,AM,Norte,1302603,Manaus,87,Técnico/Auxiliar de Enfermagem,5,3,Masculino,36,Parda,Médio Completo,1,1937.67,36.0
2024,1,AM,Norte,1301902,Itacoatiara,84,Técnico/Auxiliar de Enfermagem,5,99,Masculino,37,Parda,Médio Completo,2,0.0,37.0
2024,1,AM,Norte,1304203,Tefé,84,Enfermeiro,6,6,Feminino,43,Parda,Superior Completo,1,5004.17,43.0
2024,1,AM,Norte,1302702,Manicoré,86,Técnico/Auxiliar de Enfermagem,6,99,Feminino,42,Não identificada,Médio Incompleto,1,0.0,42.0
2024,1,AM,Norte,1302603,Manaus,81,Técnico/Auxiliar de Enfermagem,6,6,Feminino,41,Parda,Superior Incompleto,1,4767.83,41.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,5,7,Masculino,30,Parda,Mestrado,1,6274.61,30.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,4,9,Feminino,29,Parda,Superior Completo,1,10866.54,29.0
2024,1,AM,Norte,1302504,Manacapuru,84,Enfermeiro,7,5,Feminino,53,Parda,Superior Completo,1,4090.26,53.0
2024,1,AM,Norte,1301902,Itacoatiara,84,Técnico/Auxiliar de Enfermagem,6,99,Feminino,45,Parda,Médio Completo,3,0.0,45.0
2024,1,AM,Norte,1301852,Iranduba,84,Técnico/Auxiliar de Enfermagem,6,99,Feminino,49,Parda,Médio Completo,1,0.0,49.0
2024,1,AM,Norte,1302603,Manaus,65,Enfermeiro,4,8,Masculino,28,Parda,Superior Completo,1,8207.31,28.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,5,4,Masculino,30,Parda,Médio Completo,10,2610.9,30.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,5,6,Masculino,37,Branca,Médio Completo,1,5333.4,37.0
2024,1,AM,Norte,1302603,Manaus,78,Técnico/Auxiliar de Enfermagem,5,99,Feminino,30,Preta,Superior Completo,1,0.0,30.0
2024,1,AM,Norte,1302603,Manaus,85,Enfermeiro,6,8,Feminino,43,Parda,Mestrado,1,8501.97,43.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,6,99,Feminino,42,Parda,Superior Completo,24,0.0,42.0
2024,1,AM,Norte,1303007,Nhamundá,84,Enfermeiro,5,6,Feminino,33,Parda,Superior Completo,1,4318.18,33.0
2024,1,AM,Norte,1302603,Manaus,81,Técnico/Auxiliar de Enfermagem,5,5,Masculino,30,Parda,Superior Completo,1,4195.38,30.0
2024,1,AM,Norte,1303007,Nhamundá,84,Técnico/Auxiliar de Enfermagem,6,5,Masculino,40,Parda,Médio Completo,1,3022.73,40.0
2024,1,AM,Norte,1303908,São Paulo de Olivença,84,Técnico/Auxiliar de Enfermagem,5,5,Masculino,33,Branca,Médio Completo,1,3535.04,33.0
2024,1,AM,Norte,1300300,Autazes,84,Técnico/Auxiliar de Enfermagem,4,99,Feminino,26,Parda,Médio Completo,3,0.0,26.0
2024,1,AM,Norte,1300508,Barreirinha,86,Técnico/Auxiliar de Enfermagem,7,4,Feminino,61,Parda,Médio Completo,1,2675.97,61.0
2024,1,AM,Norte,1300508,Barreirinha,86,Técnico/Auxiliar de Enfermagem,5,2,Feminino,32,Parda,Médio Completo,1,1350.0,32.0
2024,1,AM,Norte,1300102,Anori,84,Enfermeiro,6,6,Feminino,40,Não identificada,Superior Completo,1,5001.89,40.0
2024,1,AM,Norte,1302504,Manacapuru,84,Enfermeiro,7,6,Masculino,55,Parda,Superior Completo,1,4318.18,55.0
2024,1,AM,Norte,1301001,Carauari,84,Técnico/Auxiliar de Enfermagem,6,4,Feminino,40,Branca,Médio Completo,1,2331.37,40.0
2024,1,AM,Norte,1303403,Parintins,84,Técnico/Auxiliar de Enfermagem,6,3,Feminino,49,Parda,Médio Completo,3,1530.1133333333332,49.0
2024,1,AM,Norte,1304062,Tabatinga,84,Técnico/Auxiliar de Enfermagem,3,5,Masculino,24,Parda,Médio Completo,1,3872.46,24.0
2024,1,AM,Norte,1302603,Manaus,81,Técnico/Auxiliar de Enfermagem,4,5,Feminino,25,Parda,Médio Completo,1,3963.12,25.0
2024,1,AM,Norte,1300029,Alvarães,84,Técnico/Auxiliar de Enfermagem,6,4,Masculino,45,Não identificada,Médio Completo,1,2160.87,45.0
2024,1,AM,Norte,1302603,Manaus,26,Técnico/Auxiliar de Enfermagem,7,5,Feminino,56,Branca,Médio Completo,1,3165.39,56.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,6,5,Feminino,48,Parda,Superior Completo,3,3869.6833333333334,48.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,7,6,Feminino,55,Parda,Médio Completo,1,4736.81,55.0
2024,1,AM,Norte,1303007,Nhamundá,84,Técnico/Auxiliar de Enfermagem,6,5,Masculino,42,Parda,Médio Completo,1,3147.73,42.0
2024,1,AM,Norte,1300060,Amaturá,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,40,Parda,Médio Completo,2,3224.295,40.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,7,5,Feminino,64,Parda,Superior Completo,1,3244.8,64.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,4,Feminino,51,Branca,Médio Completo,2,2698.295,51.0
2024,1,AM,Norte,1303403,Parintins,84,Técnico/Auxiliar de Enfermagem,6,6,Feminino,48,Parda,Médio Completo,1,5329.21,48.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,8,6,Masculino,66,Parda,Médio Completo,1,5565.95,66.0
2024,1,AM,Norte,1301100,Careiro,84,Enfermeiro,6,99,Feminino,47,Parda,Superior Completo,2,0.0,47.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,6,6,Feminino,43,Parda,Médio Completo,11,4526.6036363636367,43.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,7,4,Feminino,57,Parda,Médio Completo,7,2485.3742857142856,57.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,5,3,Masculino,32,Parda,Médio Completo,1,2107.68,32.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,7,5,Masculino,54,Branca,Médio Completo,1,3480.57,54.0
2024,1,AM,Norte,1302603,Manaus,81,Técnico/Auxiliar de Enfermagem,5,5,Feminino,35,Parda,Médio Completo,1,4187.82,35.0
2024,1,AM,Norte,1302207,Juruá,84,Técnico/Auxiliar de Enfermagem,5,99,Feminino,33,Parda,Médio Completo,1,0.0,33.0
2024,1,AM,Norte,1302603,Manaus,85,Técnico/Auxiliar de Enfermagem,6,4,Feminino,44,Branca,Superior Completo,1,2401.29,44.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,5,Masculino,54,Não identificada,6ª a 9ª Fundamental,1,3029.52,54.0
2024,1,AM,Norte,1300805,Borba,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,49,Parda,Médio Completo,1,2927.72,49.0
2024,1,AM,Norte,1302603,Manaus,30,Técnico/Auxiliar de Enfermagem,5,6,Feminino,34,Parda,Médio Completo,1,4244.58,34.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,4,6,Masculino,26,Parda,Superior Completo,2,4284.57,26.0
2024,1,AM,Norte,1302603,Manaus,51,Técnico/Auxiliar de Enfermagem,5,5,Feminino,32,Parda,Médio Completo,1,3938.94,32.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,6,8,Masculino,43,Parda,Superior Completo,11,8341.1954545454537,43.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,7,8,Feminino,58,Parda,Superior Completo,4,9250.565,58.0
2024,1,AM,Norte,1302603,Manaus,25,Técnico/Auxiliar de Enfermagem,6,1,Feminino,45,Amarela,Superior Completo,1,690.56,45.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,5,3,Masculino,35,Parda,Médio Completo,4,1970.54,35.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,6,6,Masculino,48,Parda,Superior Completo,2,5291.155,48.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,5,6,Feminino,33,Branca,Superior Completo,4,4599.495,33.0
2024,1,AM,Norte,1304203,Tefé,84,Técnico/Auxiliar de Enfermagem,7,3,Masculino,54,Branca,Médio Completo,1,1757.4,54.0
2024,1,AM,Norte,1302603,Manaus,65,Técnico/Auxiliar de Enfermagem,7,5,Feminino,54,Parda,Médio Completo,1,3032.77,54.0
2024,1,AM,Norte,1303908,São Paulo de Olivença,84,Enfermeiro,5,5,Masculino,31,Branca,Superior Completo,1,3490.28,31.0
2024,1,AM,Norte,1303700,Santo Antônio do Içá,84,Enfermeiro,5,6,Masculino,36,Parda,Superior Completo,1,5115.0,36.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,7,1,Feminino,50,Parda,Médio Completo,1,504.05,50.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,4,Feminino,58,Parda,Médio Completo,12,2577.5766666666668,58.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,6,6,Feminino,48,Branca,Superior Completo,1,5465.84,48.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,7,8,Feminino,62,Parda,Superior Completo,4,8217.4125,62.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,4,9,Feminino,28,Branca,Superior Completo,3,11493.28,28.0
2024,1,AM,Norte,1302603,Manaus,85,Enfermeiro,7,9,Feminino,60,Branca,Superior Completo,1,12456.15,60.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,6,99,Feminino,47,Branca,Superior Completo,2,0.0,47.0
2024,1,AM,Norte,1301308,Codajás,84,Enfermeiro,3,6,Feminino,24,Branca,Superior Completo,1,4484.85,24.0
2024,1,AM,Norte,1302504,Manacapuru,84,Enfermeiro,6,6,Feminino,43,Parda,Superior Completo,1,4906.93,43.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,7,5,Masculino,54,Parda,Superior Completo,1,3313.52,54.0
2024,1,AM,Norte,1301308,Codajás,84,Enfermeiro,5,6,Feminino,33,Branca,Superior Completo,3,4484.85,33.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,5,5,Feminino,30,Parda,Médio Completo,89,3119.8173033707867,30.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,63,Preta,Médio Completo,1,3022.73,63.0
2024,1,AM,Norte,1303403,Parintins,86,Técnico/Auxiliar de Enfermagem,5,4,Feminino,32,Parda,Médio Completo,1,2668.01,32.0
2024,1,AM,Norte,1303403,Parintins,84,Técnico/Auxiliar de Enfermagem,7,3,Masculino,57,Parda,Médio Completo,1,1559.2,57.0
2024,1,AM,Norte,1304203,Tefé,84,Técnico/Auxiliar de Enfermagem,5,4,Feminino,35,Parda,Médio Completo,1,2713.54,35.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,1,Feminino,58,Parda,Médio Completo,2,444.18,58.0
2024,1,AM,Norte,1303304,Novo Aripuanã,84,Técnico/Auxiliar de Enfermagem,6,4,Feminino,42,Parda,Médio Completo,1,2177.15,42.0
2024,1,AM,Norte,1300805,Borba,84,Enfermeiro,6,6,Feminino,47,Parda,Superior Completo,2,4284.09,47.0
2024,1,AM,Norte,1302603,Manaus,86,Enfermeiro,6,6,Masculino,45,Parda,Superior Completo,3,5009.5633333333335,45.0
2024,1,AM,Norte,1301852,Iranduba,30,Técnico/Auxiliar de Enfermagem,6,3,Feminino,47,Parda,Médio Completo,1,1788.53,47.0
2024,1,AM,Norte,1300904,Canutama,84,Técnico/Auxiliar de Enfermagem,5,5,Feminino,33,Parda,Médio Completo,1,3274.62,33.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,6,4,Feminino,47,Parda,Médio Completo,18,2414.4544444444446,47.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,4,Masculino,52,Não identificada,5ª Completo Fundamental,1,2741.74,52.0
2024,1,AM,Norte,1304401,Urucurituba,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,40,Parda,Médio Completo,1,3325.0,40.0
2024,1,AM,Norte,1302504,Manacapuru,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,60,Parda,Médio Completo,1,2905.06,60.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,53,Parda,Médio Completo,164,3347.3142073170739,53.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,6,9,Masculino,46,Parda,Superior Completo,7,10685.198571428571,46.0
2024,1,AM,Norte,1302603,Manaus,46,Técnico/Auxiliar de Enfermagem,5,99,Feminino,38,Parda,Médio Completo,2,0.0,38.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,6,99,Feminino,48,Branca,Médio Completo,2,0.0,48.0
2024,1,AM,Norte,1302108,Japurá,84,Enfermeiro,5,6,Feminino,39,Não identificada,Superior Completo,1,4750.0,39.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,4,6,Masculino,26,Parda,Médio Completo,3,4655.956666666666,26.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,7,Feminino,64,Parda,Médio Completo,1,5655.64,64.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,5,5,Feminino,33,Branca,Superior Incompleto,1,3654.64,33.0
2024,1,AM,Norte,1302603,Manaus,85,Técnico/Auxiliar de Enfermagem,7,4,Feminino,51,Parda,Superior Completo,1,2797.23,51.0
2024,1,AM,Norte,1302504,Manacapuru,84,Técnico/Auxiliar de Enfermagem,4,5,Feminino,25,Parda,Médio Completo,2,2895.255,25.0
2024,1,AM,Norte,1302603,Manaus,91,Técnico/Auxiliar de Enfermagem,5,5,Feminino,34,Branca,Superior Completo,1,3731.37,34.0
2024,1,AM,Norte,1303536,Presidente Figueiredo,84,Enfermeiro,7,5,Feminino,62,Branca,Superior Completo,1,3962.45,62.0
2024,1,AM,Norte,1302603,Manaus,85,Técnico/Auxiliar de Enfermagem,5,5,Feminino,35,Parda,Superior Completo,1,3908.96,35.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,4,Masculino,56,Não identificada,5ª Completo Fundamental,1,2711.12,56.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,4,5,Masculino,27,Branca,Médio Completo,5,3452.478,27.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,6,4,Feminino,42,Não identificada,Médio Completo,1,2494.68,42.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,7,Masculino,50,Preta,Superior Completo,1,6956.66,50.0
2024,1,AM,Norte,1302603,Manaus,46,Técnico/Auxiliar de Enfermagem,4,99,Feminino,28,Branca,Médio Completo,1,0.0,28.0
2024,1,AM,Norte,1300607,Benjamin Constant,84,Técnico/Auxiliar de Enfermagem,5,5,Feminino,34,Branca,Médio Completo,1,3578.66,34.0
2024,1,AM,Norte,1301902,Itacoatiara,84,Enfermeiro,5,99,Masculino,30,Não identificada,Superior Completo,1,0.0,30.0
2024,1,AM,Norte,1301704,Humaitá,84,Técnico/Auxiliar de Enfermagem,6,5,Masculino,49,Parda,Superior Completo,1,4221.87,49.0
2024,1,AM,Norte,1300839,Caapiranga,84,Técnico/Auxiliar de Enfermagem,5,4,Feminino,35,Parda,Médio Completo,1,2644.89,35.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,7,2,Feminino,61,Branca,Médio Completo,1,975.35,61.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,3,6,Masculino,23,Parda,Médio Completo,4,4654.3349999999991,23.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,8,5,Feminino,70,Não identificada,Médio Completo,1,3117.62,70.0
2024,1,AM,Norte,1304062,Tabatinga,84,Técnico/Auxiliar de Enfermagem,5,99,Feminino,36,Parda,Médio Completo,1,0.0,36.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,5,9,Feminino,30,Branca,Superior Completo,1,11672.27,30.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,3,4,Masculino,22,Branca,Médio Completo,1,2689.5,22.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,6,99,Feminino,42,Branca,Médio Completo,2,0.0,42.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,5,4,Feminino,35,Branca,Superior Completo,1,2670.63,35.0
2024,1,AM,Norte,1302603,Manaus,86,Técnico/Auxiliar de Enfermagem,8,99,Feminino,69,Branca,Médio Completo,1,0.0,69.0
2024,1,AM,Norte,1300706,Boca do Acre,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,47,Branca,Médio Completo,1,3868.31,47.0
2024,1,AM,Norte,1302603,Manaus,46,Técnico/Auxiliar de Enfermagem,4,4,Feminino,26,Branca,Médio Completo,1,2296.99,26.0
2024,1,AM,Norte,1302603,Manaus,65,Enfermeiro,7,5,Feminino,51,Branca,Superior Completo,1,3726.92,51.0
2024,1,AM,Norte,1304302,Urucará,84,Técnico/Auxiliar de Enfermagem,6,2,Feminino,41,Parda,Superior Completo,2,1036.19,41.0
2024,1,AM,Norte,1302603,Manaus,84,Enfermeiro,5,8,Feminino,35,Branca,Superior Completo,1,8434.75,35.0
2024,1,AM,Norte,1301902,Itacoatiara,84,Enfermeiro,6,99,Feminino,43,Branca,Superior Completo,1,0.0,43.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,6,4,Masculino,41,Parda,Médio Completo,9,2628.097777777778,41.0
2024,1,AM,Norte,1300300,Autazes,84,Técnico/Auxiliar de Enfermagem,3,5,Feminino,24,Branca,Médio Completo,1,4015.13,24.0
2024,1,AM,Norte,1302603,Manaus,84,Técnico/Auxiliar de Enfermagem,5,4,Masculino,32,Parda,Médio Completo,4,2546.025,32.0
2024,1,AM,Norte,1302603,Manaus,46,Enfermeiro,5,99,Feminino,37,Parda,Superior Completo,1,0.0,37.0
2024,1,AM,Norte,1303403,Parintins,84,Técnico/Auxiliar de Enfermagem,7,3,Feminino,61,Parda,Fundamental Completo,1,1515.57,61.0
2024,1,AM,Norte,1303569,Rio Preto da Eva,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,50,Branca,Superior Completo,1,2827.17,50.0
